url,town_vilage,voivodeship,rooms,price,m2,plot_m2
https://www.otodom.pl/oferta/nowoczesne-domy-w-zabudowie-blizniaczej-142-m2-ID46Ji1.html#5155a53d22,Zaścianki,podlaskie,5,480000,142.15,NA
https://www.otodom.pl/oferta/promocja-ostatni-dom-na-sprzedaz-k-warszawy-ID2NlRb.html#5155a53d22,Stefanowo,mazowieckie,5,525000,140,450
https://www.otodom.pl/oferta/piekny-przestronny-dom-w-cichej-zielonej-okolicy-ID463gP.html#5155a53d22,Mieszkowo,mazowieckie,5,1200000,250,650
https://www.otodom.pl/oferta/sprzedam-dom-lomza-ID46JhK.html#5155a53d22,Stara Łomża przy Szosie,podlaskie,5,495000,144,590
https://www.otodom.pl/oferta/dom-91-m-grodzisk-mazowiecki-ID46JhZ.html#5155a53d22,Grodzisk Mazowiecki,mazowieckie,5,456000,91,100
https://www.otodom.pl/oferta/dom-138-52-m-grodzisk-mazowiecki-ID46JhX.html#5155a53d22,Grodzisk Mazowiecki,mazowieckie,4,619000,138.52,536
https://www.otodom.pl/oferta/dom-4-pokojowy-blisko-centrum-miasta-ID46JhV.html#5155a53d22,Grodzisk Mazowiecki,mazowieckie,4,490000,120,200
https://www.otodom.pl/oferta/dom-4-pokojowy-blisko-centrum-miasta-ID46JhW.html#5155a53d22,Grodzisk Mazowiecki,mazowieckie,4,540000,120,300
https://www.otodom.pl/oferta/nowoczesny-piekny-i-przestronny-dom-pod-warszawa-ID462qE.html#5155a53d22,Krze Duże,mazowieckie,5,749000,212.5,992
https://www.otodom.pl/oferta/dom-w-cenie-mieszkania-gdansk-jasien-ID46GCD.html#5155a53d22,Gdańsk,pomorskie,3,407000,65,NA
https://www.otodom.pl/oferta/luksusowe-segmenty-o-niespotykanym-standardzie-ID45GN6.html#5155a53d22,Kobyłka,mazowieckie,6,699000,186,162
https://www.otodom.pl/oferta/gotowe-domy-wysoki-standard-ID46uLE.html#5155a53d22,Radomierzyce,dolnośląskie,5,559000,127,140
https://www.otodom.pl/oferta/czarujacy-dom-w-otoczeniu-zieleni-straszyn-ID46GIH.html#5155a53d22,Straszyn,pomorskie,4,394000,85.62,NA
https://www.otodom.pl/oferta/apartamenty-mierzyn-ul-jakuba-ID3VT24.html#5155a53d22,Mierzyn,zachodniopomorskie,3,365000,68,40
https://www.otodom.pl/oferta/bezrzecze-ul-maciejki-dom-78m2-lider-house-ID43ZFw.html#5155a53d22,Szczecin,zachodniopomorskie,4,499000,78,150
